,name,github_id,description,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,github_release_downloads,monthly_downloads
59,line/line-bot-mcp-server,line/line-bot-mcp-server,MCP Server for Integrating LINE Official Account.,"['cloud', 'typescript']",communication,https://github.com/line/line-bot-mcp-server,https://github.com/line/line-bot-mcp-server,Apache-2.0,2025-04-04 09:15:05,2025-08-01 01:21:35,2025-08-01 01:20:46,166,128.0,64,8.0,174.0,9.0,10.0,436,2025-06-13 06:01:24,0.3.0,3.0,,,9.0,16,True,2,,
60,Tiberriver256/mcp-server-azure-devops,Tiberriver256/mcp-server-azure-devops,"Azure DevOps integration for repository management, work items, and pipelines.","['cloud', 'typescript']",version-control,https://github.com/Tiberriver256/mcp-server-azure-devops,https://github.com/Tiberriver256/mcp-server-azure-devops,MIT,2025-02-28 00:05:42,2025-07-22 12:54:18,2025-07-15 21:43:31,174,26.0,79,6.0,128.0,16.0,46.0,280,2025-07-15 21:43:41,mcp-server-azure-devops-v0.1.42,39.0,,,12.0,16,True,3,,
61,gitkraken/gk-cli,gitkraken/gk-cli,"A CLI for interacting with GitKraken APIs. Includes an MCP server via gk mcp that not only wraps GitKraken APIs, but..","['cloud', 'go', 'linux', 'local', 'macos', 'official', 'windows']",developer-tools,https://github.com/gitkraken/gk-cli,https://github.com/gitkraken/gk-cli,,2023-02-23 16:23:01,2025-07-31 16:52:18,2025-06-26 06:44:35,46,1.0,179,17.0,38.0,5.0,51.0,253,2025-07-31 16:52:18,3.1.9,51.0,,,6.0,16,True,1,154885.0,5531.0
62,SDGLBL/mcp-claude-code,SDGLBL/mcp-claude-code,"An implementation of Claude Code capabilities using MCP, enabling AI code understanding, modification, and project..","['local', 'python']",developer-tools,https://github.com/SDGLBL/mcp-claude-code,https://github.com/SDGLBL/mcp-claude-code,MIT,2025-03-18 10:55:31,2025-07-19 02:26:59,2025-07-19 02:26:56,287,88.0,21,1.0,6.0,3.0,12.0,238,2025-06-06 16:25:45,0.4.0,36.0,,,4.0,16,True,1,149.0,29.0
63,weibaohui/kom,weibaohui/kom,Provides MCP multi-cluster Kubernetes management and operations. It can be integrated as an SDK into your own project..,"['cloud', 'go', 'local']",cloud-platforms,https://github.com/weibaohui/kom,https://github.com/weibaohui/kom,MIT,2024-10-21 12:24:05,2025-07-28 11:21:02,2025-07-28 11:16:47,958,122.0,26,4.0,50.0,2.0,1.0,124,2025-07-28 11:21:02,0.2.56,100.0,8.0,8.0,3.0,16,True,2,,
64,janreges/ai-distiller,janreges/ai-distiller,"Extracts essential code structure from large codebases into AI-digestible format, helping AI agents write code that..","['go', 'local']",developer-tools,https://github.com/janreges/ai-distiller,https://github.com/janreges/ai-distiller,MIT,2025-06-13 17:02:27,2025-08-03 19:16:37,2025-08-03 19:16:20,268,268.0,10,1.0,,3.0,3.0,72,2025-06-21 09:36:09,1.3.1,3.0,,,,16,True,1,553.0,276.0
65,exa-labs/exa-mcp-server,exa-labs/exa-mcp-server,A Model Context Protocol (MCP) server lets AI assistants like Claude use the Exa AI Search API for web searches. This..,"['cloud', 'official', 'typescript']",search-data-extraction,https://github.com/exa-labs/exa-mcp-server,https://github.com/exa-labs/exa-mcp-server,MIT,2024-11-27 23:38:35,2025-07-29 21:47:25,2025-07-29 21:47:21,88,34.0,171,14.0,28.0,15.0,7.0,2017,,,,4.0,4.0,8.0,15,True,1,,
66,ezyang/codemcp,ezyang/codemcp,"Coding agent with basic read, write and command line tools.","['local', 'python']",coding-agents,https://github.com/ezyang/codemcp,https://github.com/ezyang/codemcp,Apache-2.0,2025-03-09 03:58:34,2025-06-04 01:38:34,2025-06-04 01:37:30,1088,6.0,124,11.0,247.0,38.0,26.0,1522,2025-04-20 07:50:01,0.6.0,1.0,,,9.0,15,True,2,,
67,qdrant/mcp-server-qdrant,qdrant/mcp-server-qdrant,A Qdrant MCP server.,"['local', 'python']",databases,https://github.com/qdrant/mcp-server-qdrant,https://github.com/qdrant/mcp-server-qdrant,Apache-2.0,2024-12-02 12:07:39,2025-06-27 10:34:59,2025-06-27 10:33:57,69,8.0,117,12.0,54.0,14.0,7.0,825,2025-06-27 10:35:20,0.8.0,5.0,3.0,3.0,6.0,15,True,2,,
68,designcomputer/mysql_mcp_server,designcomputer/mysql_mcp_server,"MySQL database integration with configurable access controls, schema inspection, and comprehensive security guidelines.","['local', 'python']",databases,https://github.com/designcomputer/mysql_mcp_server,https://github.com/designcomputer/mysql_mcp_server,MIT,2024-12-03 20:53:52,2025-06-05 11:05:28,2025-06-05 11:05:27,69,6.0,170,6.0,21.0,36.0,13.0,745,2025-04-18 20:29:02,0.2.2,6.0,,,7.0,15,True,2,,
69,semgrep/mcp,semgrep/mcp,Allow AI agents to scan code for security vulnerabilites using Semgrep.,"['cloud', 'typescript']",security,https://github.com/semgrep/mcp,https://github.com/semgrep/mcp,MIT,2025-03-17 20:08:14,2025-08-02 00:21:23,2025-08-02 00:00:19,277,114.0,35,7.0,84.0,15.0,11.0,364,2025-06-24 15:38:18,0.4.0,1.0,,,14.0,15,True,2,,
70,vivekVells/mcp-pandoc,vivekVells/mcp-pandoc,"MCP server for seamless document format conversion using Pandoc, supporting Markdown, HTML, PDF, DOCX (.docx), csv and..",[],developer-tools,https://github.com/vivekVells/mcp-pandoc,https://github.com/vivekVells/mcp-pandoc,MIT,2024-12-08 18:42:49,2025-07-13 05:22:02,2025-07-13 05:19:37,66,25.0,44,3.0,13.0,5.0,8.0,342,2025-07-13 05:22:02,0.5.0,3.0,,,8.0,15,True,2,,
71,genomoncology/biomcp,genomoncology/biomcp,"Biomedical research MCP server providing access to PubMed, ClinicalTrials.gov, and MyVariant.info.","['cloud', 'python']",bio,https://github.com/genomoncology/biomcp,https://github.com/genomoncology/biomcp,MIT,2025-04-01 21:44:02,2025-08-03 15:35:47,2025-08-03 14:41:07,89,32.0,33,3.0,39.0,,13.0,233,2025-08-03 14:42:02,0.6.1,26.0,5.0,5.0,7.0,15,True,1,,
72,redis/mcp-redis,redis/mcp-redis,The Redis official MCP Server offers an interface to manage and search data in Redis.,"['local', 'python']",databases,https://github.com/redis/mcp-redis,https://github.com/redis/mcp-redis,MIT,2025-04-02 08:42:13,2025-07-24 11:26:17,2025-07-24 11:26:17,104,47.0,45,3.0,27.0,4.0,7.0,183,2025-07-08 10:06:52,0.2.0,2.0,,,13.0,15,True,2,,
73,juehang/vscode-mcp-server,juehang/vscode-mcp-server,"A MCP Server that allows AI such as Claude to read from the directory structure in a VS Code workspace, see problems..","['local', 'typescript']",coding-agents,https://github.com/juehang/vscode-mcp-server,https://github.com/juehang/vscode-mcp-server,MIT,2025-04-21 20:46:42,2025-06-13 15:23:08,2025-06-13 15:23:02,49,12.0,34,5.0,2.0,1.0,6.0,180,2025-06-13 00:31:29,0.2.0,9.0,4.0,4.0,,15,True,2,,
74,ihor-sokoliuk/mcp-searxng,ihor-sokoliuk/mcp-searxng,A Model Context Protocol Server for SearXNG.,"['cloud', 'local', 'typescript']",search-data-extraction,https://github.com/ihor-sokoliuk/mcp-searxng,https://github.com/ihor-sokoliuk/mcp-searxng,MIT,2024-12-23 02:00:51,2025-07-14 14:38:36,2025-07-14 14:38:35,79,11.0,30,1.0,8.0,3.0,6.0,166,2025-07-07 23:00:11,0.5.1,7.0,3.0,3.0,9.0,15,True,1,,
75,8b-is/smart-tree,8b-is/smart-tree,"AI-native directory visualization with semantic analysis, ultra-compressed formats for AI consumption, and 10x token..","['linux', 'local', 'macos', 'rust', 'windows']",file-systems,https://github.com/8b-is/smart-tree,https://github.com/8b-is/smart-tree,MIT,2025-06-19 05:50:03,2025-07-20 14:10:05,2025-07-20 13:35:33,196,196.0,6,2.0,12.0,,1.0,88,2025-07-14 01:12:59,3.3.5,13.0,,,4.0,15,True,2,402.0,201.0
76,confluentinc/mcp-confluent,confluentinc/mcp-confluent,Confluent integration to interact with Confluent Kafka and Confluent Cloud REST APIs.,"['cloud', 'python']",databases,https://github.com/confluentinc/mcp-confluent,https://github.com/confluentinc/mcp-confluent,MIT,2025-01-16 20:07:31,2025-08-03 15:29:12,2025-07-09 16:28:04,42,19.0,25,84.0,53.0,3.0,5.0,86,2025-07-09 16:29:30,1.0.6,5.0,1.0,1.0,9.0,15,True,2,,
77,stippi/code-assistant,stippi/code-assistant,"Coding agent with basic list, read, replace_in_file, write, execute_command and web search tools. Supports multiple..","['local', 'rust']",coding-agents,https://github.com/stippi/code-assistant,https://github.com/stippi/code-assistant,MIT,2024-11-03 17:21:41,2025-08-02 21:04:33,2025-08-02 21:04:30,601,159.0,11,2.0,39.0,1.0,7.0,84,2025-07-29 15:47:57,0.1.13,10.0,,,7.0,15,True,2,132.0,22.0
78,lharries/whatsapp-mcp,lharries/whatsapp-mcp,"An MCP server for searching your personal WhatsApp messages, contacts and sending messages to individuals or groups.","['go', 'python']",communication,https://github.com/lharries/whatsapp-mcp,https://github.com/lharries/whatsapp-mcp,MIT,2025-03-29 12:49:33,2025-07-13 17:22:00,2025-07-13 17:22:00,27,1.0,660,40.0,40.0,44.0,16.0,4628,2025-04-06 16:56:27,0.0.1,1.0,,,4.0,14,True,2,,
79,idosal/git-mcp,idosal/git-mcp,gitmcp.io is a generic remote MCP server to connect to ANY GitHub repository or project for documentation.,"['cloud', 'typescript']",developer-tools,https://github.com/idosal/git-mcp,https://github.com/idosal/git-mcp,Apache-2.0,2025-03-29 00:44:19,2025-08-03 21:41:25,2025-08-03 20:59:04,269,7.0,270,15.0,131.0,25.0,21.0,3821,,,,,,13.0,14,True,2,,
80,MarkusPfundstein/mcp-obsidian,MarkusPfundstein/mcp-obsidian,Interacting with Obsidian via REST API.,"['cloud', 'local', 'python']",other-tools-and-integrations,https://github.com/MarkusPfundstein/mcp-obsidian,https://github.com/MarkusPfundstein/mcp-obsidian,MIT,2024-11-29 11:07:12,2025-06-28 09:04:04,2025-06-28 09:04:04,55,10.0,195,12.0,26.0,33.0,10.0,1656,,,,1.0,1.0,16.0,14,True,2,,
81,blazickjp/arxiv-mcp-server,blazickjp/arxiv-mcp-server,Search ArXiv research papers.,"['cloud', 'python']",search-data-extraction,https://github.com/blazickjp/arxiv-mcp-server,https://github.com/blazickjp/arxiv-mcp-server,Apache-2.0,2024-11-29 16:34:00,2025-06-06 01:45:43,2025-06-06 01:45:36,71,3.0,95,3.0,14.0,17.0,6.0,1525,,,,10.0,10.0,8.0,14,True,1,,
82,Operative-Sh/web-eval-agent,Operative-Sh/web-eval-agent,An MCP Server that autonomously debugs web applications with browser-use browser agents.,"['local', 'macos', 'python']",browser-automation,https://github.com/Operative-Sh/web-eval-agent,https://github.com/Operative-Sh/web-eval-agent,Apache-2.0,2025-04-01 23:40:56,2025-07-30 20:11:00,2025-07-30 02:42:18,202,53.0,91,8.0,23.0,1.0,10.0,1137,,,,,,5.0,14,True,2,,
83,joshuayoes/ios-simulator-mcp,joshuayoes/ios-simulator-mcp,A Model Context Protocol (MCP) server for interacting with iOS simulators. This server allows you to interact with iOS..,"['local', 'macos', 'typescript']",developer-tools,https://github.com/joshuayoes/ios-simulator-mcp,https://github.com/joshuayoes/ios-simulator-mcp,MIT,2025-03-20 02:39:27,2025-07-31 22:26:55,2025-07-31 22:26:55,82,18.0,36,5.0,10.0,7.0,7.0,829,2025-07-07 17:16:11,1.4.0,8.0,1.0,1.0,6.0,14,True,2,,
84,isaacphi/mcp-language-server,isaacphi/mcp-language-server,MCP Language Server helps MCP enabled clients navigate codebases more easily by giving them access to semantic tools..,"['go', 'local']",developer-tools,https://github.com/isaacphi/mcp-language-server,https://github.com/isaacphi/mcp-language-server,BSD-3-Clause,2024-12-30 20:43:23,2025-08-02 00:12:28,2025-06-03 18:29:15,104,4.0,51,6.0,33.0,16.0,18.0,780,2025-05-16 17:41:09,0.1.1,2.0,2.0,2.0,4.0,14,True,2,,
85,evalstate/mcp-hfspace,evalstate/mcp-hfspace,"Use HuggingFace Spaces directly from Claude. Use Open Source Image Generation, Chat, Vision tasks and more. Supports..","['cloud', 'typescript']",other-tools-and-integrations,https://github.com/evalstate/mcp-hfspace,https://github.com/evalstate/mcp-hfspace,MIT,2024-12-03 17:39:34,2025-06-13 17:05:31,2025-06-13 17:05:31,155,5.0,51,5.0,13.0,7.0,6.0,344,2025-04-21 06:49:12,0.54,8.0,2.0,2.0,7.0,14,True,2,,
86,base/base-mcp,base/base-mcp,"Base Network integration for onchain tools, allowing interaction with Base Network and Coinbase API for wallet..","['cloud', 'official', 'typescript']",finance-and-fintech,https://github.com/base/base-mcp,https://github.com/base/base-mcp,MIT,2025-03-06 21:57:34,2025-06-17 13:47:28,2025-04-22 17:33:46,155,,81,6.0,78.0,5.0,4.0,266,2025-04-22 17:46:02,1.0.13,2.0,1.0,1.0,7.0,14,True,1,,
87,chroma-core/chroma-mcp,chroma-core/chroma-mcp,Chroma MCP server to access local and cloud Chroma instances for retrieval capabilities.,"['cloud', 'local', 'official', 'python']",databases,https://github.com/chroma-core/chroma-mcp,https://github.com/chroma-core/chroma-mcp,Apache-2.0,2025-02-11 00:23:22,2025-06-19 00:17:44,2025-06-19 00:16:44,54,6.0,46,4.0,29.0,4.0,11.0,263,2025-06-19 00:19:48,0.2.5,6.0,,,4.0,14,True,2,45.0,11.0
88,blurrah/mcp-graphql,blurrah/mcp-graphql,Allows the AI to query GraphQL servers.,"['cloud', 'typescript']",other-tools-and-integrations,https://github.com/blurrah/mcp-graphql,https://github.com/blurrah/mcp-graphql,MIT,2024-12-21 14:05:45,2025-07-31 20:14:19,2025-07-31 20:14:17,80,8.0,40,3.0,16.0,4.0,11.0,244,2025-05-27 19:57:47,2.0.4,22.0,2.0,2.0,7.0,14,True,2,66.0,8.0
89,utensils/mcp-nixos,utensils/mcp-nixos,"MCP server providing accurate information about NixOS packages, system options, Home Manager configurations, and nix-..","['local', 'python']",developer-tools,https://github.com/utensils/mcp-nixos,https://github.com/utensils/mcp-nixos,MIT,2025-03-20 05:05:00,2025-08-04 05:22:02,2025-08-03 11:36:01,346,39.0,11,4.0,30.0,1.0,11.0,210,2025-08-03 09:15:15,1.0.1,2.0,,,4.0,14,True,2,,
90,armorwallet/armor-crypto-mcp,armorwallet/armor-crypto-mcp,"MCP to interface with multiple blockchains, staking, DeFi, swap, bridging, wallet management, DCA, Limit Orders, Coin..","['cloud', 'python']",finance-and-fintech,https://github.com/armorwallet/armor-crypto-mcp,https://github.com/armorwallet/armor-crypto-mcp,GPL-3.0,2025-03-22 12:05:35,2025-07-29 15:53:53,2025-05-27 10:02:34,184,15.0,27,4.0,24.0,,,193,2025-05-14 14:02:00,0.2.1,25.0,,,6.0,14,True,1,,
91,pipeboard-co/meta-ads-mcp,pipeboard-co/meta-ads-mcp,"Meta Ads automation that just works. Trusted by 10,000+ businesses to analyze performance, test creatives, optimize..","['cloud', 'local', 'python']",marketing,https://github.com/pipeboard-co/meta-ads-mcp,https://github.com/pipeboard-co/meta-ads-mcp,,2025-04-11 20:53:47,2025-08-02 01:00:53,2025-08-02 01:00:44,236,118.0,51,6.0,6.0,3.0,12.0,193,2025-08-01 20:15:48,0.10.1,33.0,,,3.0,14,True,1,,
92,cr7258/elasticsearch-mcp-server,cr7258/elasticsearch-mcp-server,MCP Server implementation that provides Elasticsearch interaction.,"['local', 'python']",databases,https://github.com/cr7258/elasticsearch-mcp-server,https://github.com/cr7258/elasticsearch-mcp-server,Apache-2.0,2025-01-09 04:20:03,2025-07-17 14:31:54,2025-07-17 14:31:54,107,19.0,36,2.0,28.0,5.0,4.0,184,2025-07-17 12:50:23,2.0.10,12.0,,,6.0,14,True,2,,
93,zinja-coder/apktool-mcp-server,zinja-coder/apktool-mcp-server,APKTool MCP Server is a MCP server for the Apk Tool to provide automation in reverse engineering of Android APKs.,"['local', 'python']",security,https://github.com/zinja-coder/apktool-mcp-server,https://github.com/zinja-coder/apktool-mcp-server,Apache-2.0,2025-04-19 19:20:05,2025-06-10 10:02:25,2025-06-10 10:02:25,46,17.0,25,1.0,3.0,,,182,2025-05-11 21:25:45,2.0.0,3.0,,,3.0,14,True,2,286.0,71.0
94,pab1it0/prometheus-mcp-server,pab1it0/prometheus-mcp-server,"Query and analyze Prometheus, open-source monitoring system.","['cloud', 'python']",databases,https://github.com/pab1it0/prometheus-mcp-server,https://github.com/pab1it0/prometheus-mcp-server,MIT,2025-03-19 16:36:09,2025-07-15 09:49:01,2025-07-15 09:14:26,53,32.0,34,3.0,24.0,2.0,13.0,168,2025-07-15 09:50:00,1.1.3,9.0,,,6.0,14,True,2,60.0,20.0
95,gbrigandi/mcp-server-wazuh,gbrigandi/mcp-server-wazuh,"A Rust-based MCP server bridging Wazuh SIEM with AI assistants, providing real-time security alerts and event data for..","['linux', 'local', 'macos', 'rust', 'windows']",security,https://github.com/gbrigandi/mcp-server-wazuh,https://github.com/gbrigandi/mcp-server-wazuh,MIT,2025-05-07 18:14:55,2025-07-10 21:58:02,2025-07-10 21:56:37,35,35.0,24,9.0,,3.0,6.0,86,2025-07-10 21:58:09,0.2.4,7.0,,,,14,True,2,354.0,118.0
96,VictoriaMetrics-Community/mcp-victoriametrics,VictoriaMetrics-Community/mcp-victoriametrics,"Provides comprehensive integration with your VictoriaMetrics instance APIs and documentation for monitoring,..","['go', 'local', 'official']",monitoring,https://github.com/VictoriaMetrics-Community/mcp-victoriametrics,https://github.com/VictoriaMetrics-Community/mcp-victoriametrics,Apache-2.0,2025-05-08 20:25:27,2025-08-01 21:46:45,2025-07-31 08:04:32,126,126.0,5,5.0,26.0,1.0,4.0,57,2025-08-01 21:46:45,1.6.0,17.0,,,6.0,14,True,2,237.0,79.0
97,BrowserMCP/mcp,BrowserMCP/mcp,Automate your local Chrome browser.,"['local', 'typescript']",browser-automation,https://github.com/BrowserMCP/mcp,https://github.com/BrowserMCP/mcp,Apache-2.0,2025-03-28 02:01:22,2025-04-24 21:49:44,2025-04-24 21:49:35,6,,236,11.0,5.0,66.0,31.0,3461,,,,15.0,15.0,,13,True,2,,
98,21st-dev/magic-mcp,21st-dev/magic-mcp,Create crafted UI components inspired by the best 21st.dev design engineers.,[],developer-tools,https://github.com/21st-dev/magic-mcp,https://github.com/21st-dev/magic-mcp,,2025-02-19 13:17:50,2025-06-09 14:36:59,2025-06-09 14:36:35,71,5.0,217,15.0,9.0,10.0,9.0,3237,,,,13.0,13.0,6.0,13,True,2,,
99,zcaceres/markdownify-mcp,zcaceres/markdownify-mcp,An MCP server to convert almost any file or web content into Markdown.,"['local', 'typescript']",data-science-tools,https://github.com/zcaceres/markdownify-mcp,https://github.com/zcaceres/markdownify-mcp,MIT,2024-12-18 21:14:52,2025-05-19 15:35:18,2025-05-19 15:35:18,35,17.0,158,11.0,13.0,9.0,6.0,1982,,,,,,6.0,13,True,2,,
100,JetBrains/mcp-jetbrains,JetBrains/mcp-jetbrains,Connect to JetBrains IDE.,"['local', 'official', 'typescript']",developer-tools,https://github.com/JetBrains/mcp-jetbrains,https://github.com/JetBrains/mcp-jetbrains,Apache-2.0,2024-12-09 11:50:21,2025-07-01 10:06:50,2025-05-12 09:38:12,46,2.0,58,7.0,7.0,27.0,34.0,887,2025-07-01 10:07:28,dxt-v1.0.2,22.0,1.0,1.0,6.0,13,True,2,42.0,5.0
101,suekou/mcp-notion-server,suekou/mcp-notion-server,Interacting with Notion API.,"['local', 'typescript']",other-tools-and-integrations,https://github.com/suekou/mcp-notion-server,https://github.com/suekou/mcp-notion-server,MIT,2024-11-30 10:01:30,2025-05-14 01:03:59,2025-05-14 01:00:40,82,3.0,131,7.0,34.0,9.0,15.0,801,2025-05-14 01:03:59,1.2.4,10.0,,,9.0,13,True,2,,
102,alexander-zuev/supabase-mcp-server,alexander-zuev/supabase-mcp-server,Supabase MCP Server with support for SQL query execution and database exploration tools.,[],databases,https://github.com/alexander-zuev/supabase-mcp-server,https://github.com/alexander-zuev/supabase-mcp-server,Apache-2.0,2025-02-15 08:54:29,2025-07-07 15:04:29,2025-04-17 07:18:38,121,,88,14.0,28.0,2.0,41.0,778,2025-04-03 10:25:36,0.4,19.0,,,2.0,13,True,2,,
103,co-browser/browser-use-mcp-server,co-browser/browser-use-mcp-server,browser-use packaged as an MCP server with SSE transport. includes a dockerfile to run chromium in docker + a vnc..,['python'],browser-automation,https://github.com/co-browser/browser-use-mcp-server,https://github.com/co-browser/browser-use-mcp-server,MIT,2025-03-06 09:47:03,2025-07-10 09:57:23,2025-07-10 09:57:18,161,2.0,89,4.0,31.0,9.0,10.0,677,2025-04-15 23:37:23,1.0.3,4.0,,,7.0,13,True,2,70.0,17.0
104,datalayer/jupyter-mcp-server,datalayer/jupyter-mcp-server,Model Context Protocol (MCP) Server for Jupyter.,"['local', 'python']",data-science-tools,https://github.com/datalayer/jupyter-mcp-server,https://github.com/datalayer/jupyter-mcp-server,BSD-3-Clause,2025-02-12 06:41:35,2025-08-02 04:50:11,2025-08-02 04:50:05,94,54.0,93,12.0,24.0,6.0,6.0,556,,,,,,8.0,13,True,2,,
105,jasonjmcghee/claude-debugs-for-you,jasonjmcghee/claude-debugs-for-you,An MCP Server and VS Code Extension which enables (language agnostic) automatic debugging via breakpoints and..,"['local', 'typescript']",developer-tools,https://github.com/jasonjmcghee/claude-debugs-for-you,https://github.com/jasonjmcghee/claude-debugs-for-you,MIT,2025-01-17 05:54:24,2025-05-22 16:21:13,2025-05-22 16:20:59,79,5.0,34,7.0,15.0,9.0,9.0,394,2025-05-22 16:22:11,0.1.1,8.0,,,3.0,13,True,2,124.0,17.0
106,graphlit/graphlit-mcp-server,graphlit/graphlit-mcp-server,"Ingest anything from Slack, Discord, websites, Google Drive, Linear or GitHub into a Graphlit project - and then..","['cloud', 'typescript']",knowledge-and-memory,https://github.com/graphlit/graphlit-mcp-server,https://github.com/graphlit/graphlit-mcp-server,MIT,2025-03-01 08:02:03,2025-07-30 18:15:22,2025-07-30 18:15:18,241,45.0,42,2.0,5.0,,,344,,,,3.0,3.0,4.0,13,True,2,,
